personality_type,social_energy,alone_time_preference,talkativeness,deep_reflection,group_comfort,party_liking,listening_skill,empathy,creativity,organization,leadership,risk_taking,public_speaking_comfort,curiosity,routine_preference,excitement_seeking,friendliness,emotional_stability,planning,spontaneity,adventurousness,reading_habit,sports_interest,online_social_usage,travel_desire,gadget_usage,work_style_collaborative,decision_speed,stress_handling
Ambivert,3.0345487866700744,4.915520239704344,2.8591493511407298,6.171935225434667,5.491237537542784,0.8962537490473004,7.944158738678557,4.142661560807149,6.232976434660228,9.752047354399217,8.499349833055545,5.570660516991454,5.347312866650869,5.6994578863174405,6.486655890870232,1.0245319307044607,7.991026426138498,4.766696214434296,6.768620492852055,6.004015752492818,6.067555358634699,4.778749884432742,6.452433838988894,8.451231697289268,6.053937052438105,6.723676507266699,2.706589370893422,4.732931462246175,7.267042715455458
Introvert,2.9639282623502607,9.738827835824662,2.9406464560180683,8.455495982325457,1.1760945762244535,0.0,7.0169061769187095,6.213387727307453,4.255820229928942,9.077715861831146,2.099893827790385,3.8959037229830535,2.0924800386135125,7.973120207908368,4.707125885055868,4.6089189971017674,6.930509048320408,5.987912435147569,7.969038573873515,3.916621949745511,2.583609626971864,7.899669935144467,0.9432508340003927,6.818659754350579,2.7162242085471253,1.8981355201839167,4.090624013901813,5.15878673803625,7.846972755264952
Extrovert,8.42171487903734,5.210171214849893,6.739447128532827,3.4463425920692154,10.0,7.779431405401116,5.402208696244276,5.123067328245705,5.564047945228045,6.964049044318296,8.568215255136947,5.518621697157295,8.488963443663662,7.788926263208445,0.0012969567830842799,8.831284641099755,8.71868441173825,7.342583527079498,7.0414724665199655,7.042979250752125,5.979298026148584,3.529362113242258,8.52147233188239,8.657689867276021,6.590413768035893,8.947042469497044,9.031872805933473,6.732140068421365,4.67803939068136
Extrovert,6.515629394406282,6.227592448635627,9.216266516388135,3.9669882843652267,7.462836444979592,8.740662085677936,9.382333394047734,6.472006474597723,6.783433789124668,5.05108310366679,8.59220142547348,4.817138202051657,10.0,6.027210220975141,4.090869021806623,10.0,9.195013959710172,6.906152411183937,3.5720487947672908,5.172921873446105,3.8565389263403613,6.385290690543206,4.7078254063086105,8.776118976643925,9.197807731824435,5.5965828784255045,10.0,5.567211243005035,7.268972052129649
Ambivert,7.633212717322133,4.43694506100663,5.994606172339182,2.203944199356874,6.719862603606191,5.3472296677254905,6.642766471553277,7.170927072672301,7.755074417157858,7.374743520037805,6.621241201957058,4.171169376521026,4.381641282176972,6.417890210412982,5.734069221907172,4.19935932868446,7.1044246909053825,3.3648073881137988,7.679856973385816,6.685025179907276,5.013455180825513,5.687208247537162,5.941397551594822,6.506957221253137,5.960954995967144,5.17072716721546,5.934826795269937,3.049001125866901,5.124743954572731
Introvert,2.421426946442388,8.21030978630931,2.056375195369128,9.112640683641583,3.646020690449121,3.697864172938547,5.6047804827593435,5.896166390524248,5.803371831088735,5.580643585997457,4.648496599406068,5.3535931020241625,1.069722611512966,5.633991762747774,8.432183164604101,2.7294954049856184,8.584219307089592,6.629778458079377,5.935195927663492,4.010795472642282,3.0393239421337888,7.942596581406212,3.831181545489852,4.173346483664545,3.1320620127075025,6.141828906805163,4.0445704025199065,6.587117411265106,3.8785726277768595
Introvert,2.8481104673152333,7.399697325185654,1.4959570439714645,8.432422232840912,2.423154858203679,2.668497737979271,10.0,6.565873012248011,5.914520602560904,8.522669288466153,5.338608572940588,4.2502704805366625,1.480782142781738,4.00746749997617,7.420659266399044,4.6889238780830595,5.945378768551482,5.590852972076121,5.968792438700751,3.3528102546221348,3.895932071368372,8.249576142660437,5.796870333525499,3.9860358138644973,3.1020998251819747,5.648715157720254,4.89114138642622,5.361668671438654,9.156385560789992
Extrovert,7.758095749103032,2.726481485416558,6.353646089087972,6.1230670533013685,9.88642169265735,7.44758495609376,5.862367700149749,5.008098719809159,6.033028885667611,3.5124853437165533,7.835519431621026,5.393627656883158,7.4835391150157795,7.9247444867188594,3.458450066976926,8.257769411675042,7.376614554677605,6.29779682045634,4.22846086695082,6.528265568709544,6.412545194824765,4.955137622513075,6.706591126285883,10.0,7.040391943986225,7.438545142961736,6.166671208797887,5.091273283230448,7.669187901456628
Extrovert,5.343838366113416,4.39481828156959,7.1211378614927785,3.6805244800203716,8.996997947354513,7.110641826317314,3.8397748970946846,6.5405736952668665,5.60857545048742,3.1276631264678016,6.6649525309072155,7.966376131158501,7.27341526410067,7.693783122632084,4.633306799919866,7.335207102805069,8.409919392109234,7.253662870621776,4.2850749570952615,7.89625273176277,7.537424167630992,3.756023018154242,6.755608147091253,10.0,7.054413102293192,10.0,8.922156026759154,7.178973834163038,6.350912454192899
Introvert,4.513128107526066,7.931181484217297,5.045595695866582,9.100792284805973,2.7095559792510717,3.9477072029147866,4.147318062737846,5.34610176576841,5.18747631231088,4.5040613904452895,2.279161219621334,0.0,4.527683306186365,7.802435439372241,5.20943021313218,1.678266480774593,3.8857746794929255,8.10768236431636,8.530017441553436,1.4405635649613675,2.38041013971914,3.9930684668915557,4.218512322205218,5.708732381494704,3.7908401155778155,6.110981696831608,1.8918316540982643,6.048847120456126,6.89762187126889
Ambivert,4.066721847371143,7.473786507359224,5.28437278656202,7.767669759746618,7.24048810324736,8.380219033996113,5.5005142900446735,8.312976169710366,8.646278492804647,6.184691300008032,6.753975903561912,2.8504385817816242,5.5834316865388525,5.578449234648162,1.637872342189926,4.5344275080319685,5.410642536312688,6.2641845265166465,6.242569307896341,4.7904966830281,4.504799622934555,4.539263441974871,4.123725454333504,8.53349228950488,7.102918208816379,8.884029724322817,7.66664844291285,4.764765054927987,4.8436631458079775
Introvert,2.6452192268913954,7.225552329133757,4.420544659059322,8.037043010334788,6.418599488375593,2.402620732957885,8.718172439841824,8.64943066610702,6.206845957246177,6.448672680537273,4.922562837729312,2.6500213283068317,3.543969955683783,8.354769470161843,5.383319768332862,2.6369836896260175,6.500000722859628,5.507299717209573,5.964775643113628,3.3858639636176324,3.0370551396170433,8.896873538805945,3.380855608625227,6.495181561479967,2.9120350573652134,4.7004700814052525,7.958679763707055,3.4508736529445834,6.503935321584393
Ambivert,6.3964915019169934,6.612124526116781,3.27868666762926,6.516485525140254,6.432247531823666,6.006764652504051,7.883832517462359,5.169352545881223,9.943470831730249,7.320051801847662,8.389930050960604,2.727409224413742,4.148888771510686,5.1409246027267645,4.606934795237533,4.618647526435689,6.198162462825138,8.470859010367725,5.508085899245625,7.05918277163669,7.639486432293014,7.634398530683366,4.207563536457111,9.059400046360023,5.461650425686843,7.579515635767667,5.507954428045364,5.209039079497449,2.6876606376101977
Introvert,5.191355139216801,7.335865073716497,0.11853043648996753,8.213960207834495,5.432113119936616,0.1574084376036753,6.312513342303706,5.4908661833213435,6.409068902920693,5.313237407687421,3.181731836345575,4.415174503066312,0.0,5.5252304642890575,8.368016747957833,3.7124311491510333,7.6623738642098305,3.5685848413117482,5.155286821600012,5.900419533505641,3.0091175111257358,6.3864874852847375,4.311470545258343,5.1522750498442695,1.6116644990413667,5.324133249805649,4.667774350729753,2.6052056605582172,7.26974691623276
Extrovert,6.380101577154742,0.24416354936516083,6.581862625450168,1.6014277583351877,10.0,5.579366021181645,7.757860167715238,6.2688765912992,6.314796156131839,4.198312750373195,6.931468673276557,6.255838905909295,7.259462862627822,10.0,3.1302515664762582,8.018560673763762,9.034930908458023,5.699518485851174,4.944681631627514,6.705849555693486,8.39996605484267,4.5064668789697695,5.791765903546565,9.660755304037139,5.781792890141004,7.949160614212877,9.122030018015039,7.567827235669831,5.350805754763547
Ambivert,4.83027462160836,3.9677972994898383,6.4856297140768255,6.580496373011131,4.824308150073712,7.081310087756887,7.208762332898524,5.913439839919797,6.334941038502422,6.304648319927266,6.590506134461219,6.400693178023419,4.426385598431768,3.8937311208154,6.696342851852995,5.568463394135958,7.341696685785939,4.213118246055854,10.0,7.07915970890001,4.657199265085501,6.668968620973691,5.107590393204028,8.59275279568294,4.3048784192342975,6.238379069572523,2.487480505281618,5.920361411482751,5.8659372603481525
Introvert,5.07362794501073,8.186194595519783,2.5666917421859887,6.587929705199543,4.898567233818419,0.0,7.522057943585627,5.7332505252627195,7.3975983774419145,6.287711210248468,1.1056341047538178,1.6890507615433812,2.1818075994147135,5.640552974941509,5.93116546378673,2.976506577795013,4.960891513060434,4.687180946382117,6.345900648153017,2.55307744073931,4.76486413103414,8.474114673438898,4.4484229362505046,5.0496585794702495,4.503336027869465,5.993912404471984,4.200595514203645,3.8234283827528057,4.583115417377222
Ambivert,6.19557081891317,8.382246731952241,6.834518231455178,4.71247777576081,3.9535684084361153,6.185061290479224,5.645191713856753,5.42216694609597,5.490809241616569,3.6936463232321937,5.202542566846058,5.482642266821672,6.482135198494245,8.63729712209331,3.6380714585221097,3.882150288716508,7.710078407321665,7.85944242184485,4.39171985148275,5.154420611766524,6.176469171165713,6.924467874613608,4.431412021278119,7.4581928278980945,5.0710824427853955,5.017108090074237,6.523038638254882,6.714952235021428,4.788548982389562
Extrovert,9.006757038577412,2.31061868109561,9.895715242688786,4.786416057453557,7.88000877831952,10.0,6.249591742899551,4.279885223637575,7.786640823568121,7.424844525574242,6.043670424148954,6.942505655921001,6.716611168017687,6.177020142008632,2.8137925946721207,6.721559043727249,6.911951495051256,7.4258454696965694,6.087801549255655,7.932214778865109,8.772692724952137,6.614038483161398,5.726363930847869,8.71972908647732,7.250675018879184,6.545811178759071,8.41287064041458,8.380807763610026,9.033967560735057
Ambivert,3.9233023963357483,5.246217356650779,4.064161066816376,7.939636292961421,5.239027847600002,7.436751569062093,5.157489176715336,5.395170691143287,9.139590214794223,8.779456716676396,6.417263835874057,4.924110754334148,6.672700994222683,8.662891831018811,5.090550712141785,3.1967282201479863,6.74611562538047,3.299180786710415,6.7445893172170015,4.034988351810288,4.509889175406328,7.672548009074246,5.7258955771412126,5.739550771909098,5.150037563347851,5.475011967760168,9.664012584977574,6.008797126807959,4.210345897960549
Ambivert,4.931185705110162,6.234504638192256,6.751494709591839,7.171184437063895,5.312181312271985,4.696032838292697,7.257875169850108,4.438895599399589,5.220796169423841,8.292982333302035,5.2437741024453635,6.487118043938139,5.748799428152984,10.0,2.9100373718564123,3.0171842258025094,5.464127443207887,5.672804794737633,5.585276546138806,5.13549946270679,6.440823400330499,5.369314902857806,3.3973977605516787,5.631629753064093,6.219341897919885,5.367904052186982,7.69133170060692,5.663182595350378,5.132251153812267
Introvert,2.7482468514293537,7.100868020489761,5.082056092031892,8.873137080882719,2.7733956440515684,1.3885351698743493,7.252725501939388,5.911454020303943,5.221517518375578,4.207313807783117,3.1514272564623105,4.642814528235824,3.365888502999874,9.135014937053398,9.028732617875045,5.630647556940423,6.091788598937233,4.1710347006771356,9.483919791756968,3.091160107695802,3.391844703155014,6.956417298461329,5.9556868132947365,4.893114009267609,3.6799325483108487,5.304476433434434,4.419278764275712,5.296880108313637,4.149280919162198
Introvert,1.713157863985539,7.274361392701716,4.550278063473537,8.506372004499458,2.679174932521764,2.3207295912504153,10.0,4.124187417536664,3.8002389076269627,6.710728415048687,3.1115789348496623,2.8763671718765034,2.6470141034352492,6.9807179884092,6.914477981283497,2.8151765359376424,2.8159340203705687,4.000660209331045,6.540421992784857,4.7631780509828925,2.873729398855407,6.909787084237899,5.66988111743423,5.1419952324672735,3.389819913456445,5.814269359024353,6.139894266748827,5.328134526575878,5.703299336573223
Introvert,0.48814556148913946,8.108171716815269,0.6090867710289736,9.303110648744207,2.3164223966825053,0.3540285459458903,6.664089596761678,7.628742244804048,4.370558357664318,7.058473496687334,3.877011034794792,3.0435441828172274,4.046269441496421,4.452038432074148,6.057589917104385,1.6685739149143641,6.216811502555341,7.898718570790658,7.473635801195834,3.2071777855738137,2.804765752168849,6.119730169414784,6.931461165338689,3.757115776726982,1.9612570130589884,6.028069018678578,3.812214390617219,6.069817564045927,6.295778636485616
Introvert,2.2342521618546063,7.345150495632555,0.21760087989868282,10.0,1.5131894423710728,1.845303461517219,7.641647582951632,8.585127767212919,4.393296623174325,7.21049146826513,4.147265279558104,4.451222596075341,5.900809086680734,7.318467783976289,5.601813922781229,2.8203392446942996,7.468510367696473,6.8302758569742,8.754882276513369,7.414078607439048,2.9970542349973806,6.9107304519842625,3.247433917162222,4.622360286707741,4.168334331240147,8.168084347079146,6.642298842154027,1.1524345940817815,4.807585012818322
Introvert,5.031432299376645,5.325510646804954,2.327060658983871,7.134699349704493,3.403313155326812,3.5875228767943517,7.924744666275343,6.004872203942966,3.9761728440115127,5.953517417361626,5.889621305913419,3.9022349572468378,2.324245106537102,9.14939998931089,8.390954014691797,0.8284837713640183,5.261297019513427,5.70672406154468,3.7067427077613897,5.663655022797261,4.366616127744065,7.091139782897381,4.208687543025032,7.552916226135415,2.4697339522375255,5.491742208361608,5.344862124081707,6.212054116509627,5.16719401818093
Introvert,3.088760198340744,7.024744940218895,2.3838366159409543,7.184009783299072,1.8799777228074195,5.375134341308882,10.0,5.799347027059965,3.0848801731463924,8.238478131798031,3.2518548619708625,0.35292659618207844,3.387325611572242,4.645753897198642,7.764816126672766,5.472268984222048,7.185391767702097,6.439551918676482,10.0,3.6813521634874746,3.1529145466867075,6.716861884048901,3.376667217139512,6.103548487313134,2.8028167327002476,6.31157501093886,5.725029166679999,2.631821604658346,7.252452984268684
Extrovert,10.0,3.9223795298369657,9.264296826415457,5.096693665213687,6.878732800993169,9.750545347201438,5.389545757114455,8.632712197856712,5.789825625153656,5.388534515369267,6.737565547587835,8.130485141625131,6.430174392732104,7.394433187683572,3.1836412312398807,9.70597102304191,7.305077683397972,4.0168405816343995,4.72400248085237,6.935489610434893,5.835414305717329,2.5553049410421504,5.441594772555828,10.0,8.517999303944242,5.095846780424048,7.896791536043591,5.487845560175918,7.994896083736514
Ambivert,5.768531371344279,6.469004641193888,4.048537053403339,3.442461193841739,4.570818480151315,6.731751630384052,3.963223488452334,9.050660884392968,9.619908391591261,3.9398843934371666,6.059318965051858,5.225292574360633,5.13065170726322,6.143849593345731,5.964430739935223,5.5119822747634295,7.226732116838035,5.887482304139074,4.988882187402657,7.4573718328583,6.66926150572367,5.876110978496719,6.765533351398144,6.7140301561978495,5.364014402748085,6.78294336137964,7.4709739265252315,3.7300127930008236,5.558896219121583
Introvert,1.8529384056180562,10.0,3.6236135795521056,7.851587168160221,1.8275697648823281,4.206625247528353,8.959067679534972,6.2099794736703675,8.187336598651743,5.314706839472402,2.4439559446418038,1.096781338547799,2.0580745928894193,6.220235667719686,6.787693795343283,3.4535621828599283,4.581924407767963,4.554450462136896,7.104938289578047,5.599192961523704,3.219864307031871,8.37492576265957,4.292974446399376,5.367921622874918,4.937128158543608,2.512415832086824,4.255101604859277,2.8041815645964343,5.578361693163274
Introvert,4.916428519847583,9.883304017976382,1.3751965411586518,8.3916136738587,4.458236885293127,0.0,4.676974791813327,9.000131399682035,5.143850159763437,8.060993327284653,4.422311835736434,3.690515116542075,2.0365708036703207,6.3822363599917376,7.091626614661565,1.1316346502476857,6.816778601163756,6.4440438669103255,6.934265302307929,4.3309860325209915,4.4251765508817655,5.117137114631944,4.758017357712205,4.68978847580271,4.819441699375433,4.414992023681663,4.69423333965929,0.0,6.60381653342716
Extrovert,8.318489211001848,1.6497185635033471,8.517594096780263,3.185938330777982,8.126148564090466,8.155491470455646,8.194443266259741,5.899270048565776,6.846882858794209,4.88986909469885,10.0,8.247066788317852,10.0,8.153433282786382,5.897797786445233,9.69676454107784,6.725359579940005,7.517027174801552,5.683984487751507,3.715870086791174,5.479092619266429,3.870563029330392,8.772827947136275,8.985985361456605,9.859416920062552,5.956277769923641,9.83514765934507,8.187245610318843,6.041844705245931
Introvert,4.442758248641096,6.881875326333658,2.314357280749115,5.123647120493889,4.366109963811444,0.0,8.987665590062415,7.895052224421458,4.859188364559905,8.628883906189985,1.6340307677426473,3.1256953696610807,0.29865827177894744,3.989295317646976,7.3880048278879595,2.208405014668679,3.905211290953744,6.93206667457434,6.063016065267648,6.191582075015383,3.227827998667715,6.4301504309166315,6.0522961466910346,4.566013590292502,3.8686102106387126,4.540136636867689,3.2846192522473743,6.051512616685462,6.877868078868451
Introvert,1.3975077433191427,6.948078360256614,3.537755569315119,10.0,4.0666643006098315,0.3744110479311842,6.149262281929032,6.861975872052841,6.926816377745167,8.851717760090363,5.496750371110489,1.9864617301952774,5.18885729549792,2.858609106617009,7.902187828510669,5.314525474621197,5.893917481004325,6.885349142293797,7.751708037343116,3.804627887561409,2.591819666572789,6.846888687947099,4.7717072432603524,5.760133588291266,5.231331873293717,6.749027866374782,5.4623112797448305,5.201903657744641,3.71100452702729
Introvert,4.5581344344217545,7.7719075692225195,2.4542606688219464,7.10056883290096,4.937111605644989,1.7460119200254531,8.182011348047414,2.940515388898067,3.8554120026019745,8.107291408995371,5.226794847053525,2.887227006990731,2.5035306483510187,8.215451185740024,7.893553002051864,5.605093666759728,6.047137415096606,6.286539853018358,5.713904048920802,4.554658376597648,2.110447698217629,5.211126530364291,3.5762759864082976,5.1009480959528615,4.744605851221968,6.721773041521443,4.522243868069931,1.8887276972298186,3.1113964854402827
Ambivert,7.103333913316298,4.565094826014995,2.1888799688874094,5.167438700820205,5.657062186399096,7.267487469473178,7.89420600586692,8.376549882476397,6.551287848338987,7.412588276455782,6.886316234401033,4.2840222615263315,2.518812030251589,5.158264166939989,6.922501202204627,4.842375882954228,5.358168616712929,7.647322161402069,4.043753215716818,5.113468643621502,5.56057090564804,5.839061233255734,5.511469043947388,5.919428514472065,5.138843711658541,7.184875549463921,6.778952006471866,6.442734387783994,5.056082968181459
Ambivert,5.9346507165348035,5.238209450230678,6.263455386742345,7.992469493774459,8.361087293751122,4.532947276141254,5.411371813016277,7.559717755888652,7.140168927014713,5.977250707512286,6.594836194820206,4.823178885737001,3.6409959787759045,8.116652278239737,3.840633602684191,7.6420057827912,8.250121036582522,3.5889968892430026,4.498967486613505,5.761075817329753,4.021443950230897,3.553816527242666,7.462917945492806,4.9923148058023985,3.6023953918759704,4.381713142516663,5.002160743634543,6.3329149875338,2.20133526086313
Extrovert,6.789616871285326,1.691704513166215,9.755056647680108,0.0,5.965249140940671,7.1449184539944035,8.241693642332963,6.528257731733815,5.608255114236438,4.269672605670348,9.058219453625508,7.74732305451268,7.363106924612216,8.041098947731792,5.421635849480138,8.66190347194286,10.0,4.797526028380716,3.607870287040603,9.188415341620034,5.194274047679178,3.3998028364493464,7.529372025439695,7.760736833875787,7.810202744790071,6.859703024984272,9.529542454807764,7.292395954128855,9.01582654154442
Extrovert,7.930986756931082,4.176608146177799,6.7462427128086,6.266849264357449,5.769167358665173,7.822448564248876,8.361011748499893,3.3908288160199613,6.927189998554056,5.4225166038904105,8.618079148367661,5.616407305241237,5.755690460004002,8.218249952349408,4.234599018228603,8.55139564966472,8.93882135488985,8.717709416551035,7.396077740617995,7.207614753803648,5.923930327779407,4.919346123579553,7.529351889880654,7.821195946571216,7.070677249979225,4.847901072102259,8.91416789896474,10.0,7.640673643047921
Extrovert,8.916936720857366,1.5779045574609931,9.214294718185336,7.339232132982347,4.813916061595055,7.927731483349507,4.913105422616655,5.751591791985545,5.256244519379757,1.2433893503161966,8.781356233678213,9.374902488535522,6.721624595067804,5.535045506975034,4.401491979530243,7.06974209838954,7.4988049268467565,6.169097464144968,4.7339606267207,6.456459382637495,6.647484702139442,6.085612916580616,7.907980248458515,8.41778636288252,8.995003476731615,7.604384551273089,7.725905796970989,6.4072714311188825,6.02652131518696
Ambivert,5.851855029904801,4.003642125065472,4.579961495675919,4.6658082935874265,3.1954864415453157,2.6885530615510747,7.58362254518438,7.066640807905305,4.985421921323751,7.204643642803058,7.917870746291086,6.311958314948061,1.6792542979070917,7.489945897093252,7.960345731934636,6.968330477117255,9.257970271121017,6.043159741637987,4.599534916558125,4.658514029413965,3.7109969948494634,7.340610710905832,6.50339960705171,4.2492978611178005,5.635601616037075,8.761991870863463,8.364481374355332,5.351832275644084,7.579184838882345
Ambivert,6.401624107161647,6.280343678786677,3.4751414477232316,5.2660615302355005,5.3097242162294975,6.82192167822224,7.867100240451491,6.635121909356153,4.581774281849805,5.486959655201028,5.439409141828243,4.009507896025773,6.3360635282843205,7.03333937346022,5.027041453958231,6.958524162886331,5.643468642543288,3.1780857485154295,7.987340041884808,6.5140206945717285,3.3521932527558085,9.116188938900507,8.359210883847624,4.304877972626811,5.921694796059396,5.512976057428701,5.443054877440334,6.2096582915965195,8.745983009753692
Extrovert,9.518368861479358,4.083449955936075,7.083036626455275,4.732333033182258,7.610034479271251,7.73405363387196,3.0122971953365703,6.721159716444472,6.285373604196687,7.218768039459091,10.0,5.557190041485512,7.665585572960147,7.311077855855831,6.538666316267525,6.2194402282030845,10.0,5.6731962770327735,4.388065951382471,7.8087850583931075,8.931021896249955,6.213686686985214,5.303440136810003,8.496531945071911,3.7071424691608077,7.615346859129561,10.0,7.661918325142218,5.311829184654078
Introvert,2.0273300199421183,7.66231642721826,2.7242802983350787,8.375920856230367,5.43518049878263,0.7540903202409042,6.5278188367358005,5.546121341003349,6.404011688948164,6.759268392627639,4.846904980534855,1.2618733541377054,3.9735345489011635,7.088644173210074,9.503386787393806,0.9460944434135681,5.285308311396007,7.949165673512363,6.756728608030257,1.7740670826031684,2.9634004792620856,8.008600068752628,2.646748333181387,7.908814183652592,3.4886060659364286,3.7152534872238347,7.814940957633651,4.910221553889073,5.268956146822155
Introvert,1.2673865685597914,9.303482232879546,1.0193706181636686,9.47708038246724,3.554319319268862,3.3364676696462308,8.181886324880455,7.3616462800817075,5.644295245811476,9.217163980371247,3.428402329911241,1.6200442776205852,3.981828402188593,6.43321846751641,6.713290770349322,2.323874214495847,6.347165703530075,6.445970893316696,5.979919103768496,4.6191427240530425,5.423737793041421,8.849831127869335,2.828154544397311,4.619258191137339,5.867320596774254,3.831811992796827,4.806484949584943,4.735012049115029,6.52746918976043
Extrovert,7.9436917979416375,4.195181409597538,10.0,4.74671190407044,10.0,6.524713900283118,4.922671478649302,6.440967128488074,5.418863536210832,3.168566776236754,6.536799473366091,8.599975072898609,6.480888641913589,7.1258507867398455,3.5854831767154556,5.3865351095709,7.7944175746825115,9.883533375807922,2.241421559633686,5.79063917006171,9.222145857572498,6.5175051373586275,5.917360863213974,8.508601007576841,7.785459221287392,8.458006683933965,7.267220885515839,5.387511020769011,4.613066288461578
Ambivert,5.005385261695198,8.348708185185277,3.2037529301447227,7.245614587348258,6.3817132900381655,6.052362909158231,8.117593374412445,6.4672970823280895,5.023852229882776,3.997546754303083,7.207986707086471,3.4113421761556495,5.025544637865863,10.0,5.911254257415495,4.699507822444442,7.598933333567828,5.94067192339552,6.286790640892387,2.8425288825887147,8.691247416249059,8.028684735651712,6.2776818386993,4.801800533623924,2.6958587457496295,5.0793062677461815,5.839886914101625,6.755839579240053,4.7983609109925105
Extrovert,9.178769619734226,4.099389201928908,7.187861937964752,9.158063796339746,8.779783802664566,8.030928858177093,4.74423259821519,3.871182321166758,8.148639611325143,5.684936982580908,9.59246077677671,3.8324500171360745,10.0,5.299615101188172,2.672150405070698,7.301321618042412,9.066138432710673,6.209380508106832,6.369697007004253,7.870282739658681,8.906938098089734,4.692982693863184,8.471768408257741,5.6605561683649235,9.575322170842858,6.744797091906204,8.372226455113042,4.293939985182867,8.397088292240454
Ambivert,3.888252415511788,8.060804627172194,4.116617828821136,3.6087359318181527,7.326669247720215,2.742119357134045,6.1288240218696455,6.153781798154597,5.450411264796942,7.349455889962352,4.53432202253361,2.675629752252172,6.690490609665391,8.596676287760065,3.664661657352596,6.750056399894486,6.756246511897386,5.250412207783926,8.832720074833919,6.352446379209273,5.831957010833791,8.012475979733663,3.860653511915611,8.179973640613659,5.330386459477448,7.28466469735002,8.669507979597952,5.8165666162589895,8.219027711771378
Ambivert,7.030572811266519,5.592893757134455,7.5307008172178245,8.013627636182568,5.418713386867482,5.860970519339589,7.465423953894134,9.028653402725858,6.503111985210511,7.501977535199616,7.183776760737538,4.422657865398045,5.285034023971735,6.6786776160498995,6.477438994202805,3.425122375846364,5.769784089604487,3.1926101811470406,3.080269332687571,5.415740775598595,6.752669263454871,7.337697253209572,2.061116299990391,6.193678699809756,5.488818206286034,6.584919678895234,6.603980616897837,2.182286735840782,2.876830539738852
Introvert,5.030418164320149,10.0,0.7389401961030528,10.0,6.517021524249131,0.0,8.992036724271614,9.598177983613223,2.7349536601476707,6.152816699132431,4.38006912604456,2.7402986066984036,1.8486582224322712,3.4908966143917226,2.9576841258763675,3.5381485578553034,6.095504229446004,7.049821237188191,7.7322206877909485,2.903585269395081,1.8456892279843868,8.397837625587007,4.889586293471574,4.777660458027354,3.734157062968847,3.9128085354313624,6.690802401350166,4.1282495342777334,6.54026280692984
Ambivert,5.500457446393435,7.6311495722588365,6.737766369766589,4.353024014825916,6.596819454583662,4.769845022826141,4.287041437269489,5.306555358718754,7.6620712865230995,6.5322086197171885,4.909787114347321,8.01539376511165,5.148869711310356,7.288839814146502,6.902738643576936,6.183871334058917,9.250000959783632,6.346592888983786,6.93753229671827,3.4750483827260013,4.420395099692553,3.998031101286986,3.253682776222421,6.56179352377898,6.3556577551146916,3.312571909633891,5.877126849311729,5.836386696279132,5.430599291341304
Ambivert,5.591104188371957,5.286079390284796,5.795727102200084,4.8018503522928215,8.497451929434483,2.8021420527181875,6.958035570657645,6.382906557082887,5.480392632478343,4.231184906357916,7.744941105428742,5.348048481727342,5.6154561878871405,8.369794398068827,5.3900885913739245,5.222246004770308,6.084462943621654,3.3007676450101124,5.627117156890552,4.134991648054069,3.322048199443528,6.764180949012044,6.988309757040742,3.565979853477942,6.520791436683094,6.508528810943997,5.92347145795171,6.062419445021865,5.860822956768211
Ambivert,4.34868024815477,4.467189428082612,3.628399869161824,6.7530768353943,7.5500673273877545,6.174219213152683,8.69314739751351,8.12747994887447,7.170962376309677,7.13076757203921,5.459529014601599,4.09690857969427,5.517869329882287,7.031316477665471,4.773010013910115,4.658024049203494,8.020663219345922,5.283542195186547,8.148575970394536,7.310529754163869,5.496503723581994,7.822621342861019,3.8726425679329814,8.444576492240184,5.820693568609502,5.689305986378573,6.3729912324814455,7.593837340660674,5.0081332260904405
Ambivert,4.6860086515389,4.730986257721982,4.972642429136951,4.125318112399048,6.84528152832978,3.6965988432581063,8.185810191948104,6.867613296712133,7.223034125990898,5.356393870490323,3.0819013749601085,4.09315076831758,4.008861055379553,5.541625279376325,3.545802976141844,5.020256073928488,5.878989348199609,6.96128466890232,5.422031902896435,5.588314638815982,6.167527236642277,6.076763513771051,8.133312861726433,5.416030415096619,7.730700740250898,7.354314073758629,7.300693053111155,4.802444719669062,5.776092639207726
Ambivert,4.887494979031475,6.122686246143986,5.226147509592042,5.078386558974719,5.464604135658958,4.988252826676868,7.415330087816881,6.053829175634724,6.404998640765215,7.212070355976799,6.646349536959735,5.206127151112343,4.235828958433154,7.759783839330227,4.266178800014183,5.892674223900749,8.435576018376732,10.0,2.70089842712862,3.9151528583301864,3.0927372384113205,8.799506808746763,6.586273460687924,6.618872045778483,5.284624773934443,6.127686793612337,7.091044325228707,4.550950120315337,7.765973941850541
Introvert,5.164410101756896,6.27543948780738,3.8774279187738436,8.358835973783307,3.87851208603941,3.3014936632713012,8.495979180294206,7.640199941819251,6.133712396505998,8.856859023808585,4.036771055495329,5.662503507937733,3.3900044026637257,6.5967357225775345,10.0,2.5942515904604613,4.4531681659432945,3.592203432255629,8.441107550666615,3.97340476987017,2.95040159569058,7.272592192739496,5.336493304557184,4.026724027685806,3.966997584976435,4.490225329957748,5.055409737102544,3.591729291983098,6.690189725376587
